의료기관명,의료기관분류,세부진단,의료기관전화번호,연락처,위도,경도,진료과목내용명,운영시간,공휴일시간,의료기관주소,월요일진료시작시간,월요일진료종료시간,월요일휴게시작시간,월요일휴게종료시간,화요일진료시작시간,화요일진료종료시간,화요일휴게시작시간,화요일휴게종료시간,수요일진료시작시간,수요일진료종료시간,수요일휴게시작시간,수요일휴게종료시간,목요일진료시작시간,목요일진료종료시간,목요일휴게시작시간,목요일휴게종료시간,금요일진료시작시간,금요일진료종료시간,금요일휴게시작시간,금요일휴게종료시간,토요일진료시작시간,토요일진료종료시간,토요일휴게시작시간,토요일휴게종료시간,일요일진료시작시간,일요일진료종료시간,일요일휴게시작시간,일요일휴게종료시간
세움치과의원,치과의원,치과,044-862-2755,044-862-2755 대표번호,36.5119109,127.2494619,치과,진료시간  월금 09:30 ~ 18:40  화수 09:30 ~ 18:00  토 09:30 ~ 13:30,휴무일 정보 없음,세종특별자치시 보듬3로 92 310호 (우)30100,9:30,18:40,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:40,정보 없음,정보 없음,9:30,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종365의원,의원,내과,1661-3561,1661-3561 대표번호,36.4901049,127.3021505,"내과, 신경과, 정신건강의학과, 외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과",진료시간  월 ~ 금 08:00 ~ 19:00  토 08:00 ~ 12:30  월 ~ 금 휴게시간 12:30 ~ 13:30,휴무일 정보 없음,세종특별자치시 한누리대로 1958 법조타운A 4층 401~410호 (우)30147,8:00,19:00,12:30,13:30,8:00,19:00,12:30,13:30,8:00,19:00,12:30,13:30,8:00,19:00,12:30,13:30,8:00,19:00,12:30,13:30,8:00,12:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종365치과의원,치과의원,치과,044-715-5365,044-715-5365 대표번호,36.4860882,127.2576721,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월 ~ 금 10:00 ~ 18:30  주말 10:00 ~ 14:00  월 ~ 금 휴게시간 12:30 ~ 14:00,공휴일 10:00 ~ 14:00,세종특별자치시 한누리대로 245 에스알파크원 402403호 (우)30127,10:00,18:30,12:30,14:00,10:00,18:30,12:30,14:00,10:00,18:30,12:30,14:00,10:00,18:30,12:30,14:00,10:00,18:30,12:30,14:00,10:00,14:00,정보 없음,정보 없음,10:00,14:00,정보 없음,정보 없음
세종가톨릭정형외과의원,의원,정형외과,044-867-7171,044-867-7171 대표번호,36.5026153,127.2481851,"내과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 마취통증의학과, 소아청소년과, 재활의학과",진료시간  월 ~ 금 09:00 ~ 20:00 (평일 물리치료 21시까지 / 토요일 물리치료 14시까지)  토 09:00 ~ 13:00 (평일 물리치료 21시까지 / 토요일 물리치료 14시까지)  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 도움1로 106 메가시티 401~402호405~408호416호 (우)30064,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종경희한방병원,한방병원,내과,044-414-9599,044-414-9599 대표번호,36.4732121,127.2759665,"소아청소년과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 09:00 ~ 20:00  주말 09:00 ~ 16:00  매일 휴게시간 13:00 ~ 14:00,공휴일 09:00 ~ 16:00 휴게시간 13:00 ~ 14:00,세종특별자치시 대평4길 17 센트럴테라스 45층 (우)30152,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,16:00,13:00,14:00,9:00,16:00,13:00,14:00
세종경희한의원,한의원,한의원,044-864-1075,044-864-1075 대표번호,36.4798954,127.2619433,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",진료시간  월화금 09:30 ~ 20:00  수 09:30 ~ 18:00  목 11:00 ~ 20:00  토 09:30 ~ 14:30  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 165 세종메디피아 3층 310호 (우)30130,9:30,20:00,13:00,14:00,9:30,20:00,13:00,14:00,9:30,18:00,13:00,14:00,11:00,20:00,13:00,14:00,9:30,20:00,13:00,14:00,9:30,14:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종고려정형외과의원,의원,정형외과,044-865-3888,044-865-3888 대표번호,36.479189,127.295486,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",진료시간  화 ~ 목 09:00 ~ 19:00  월금 09:00 ~ 20:00  토 09:00 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 일요일,세종특별자치시 한누리대로 2143 (우)30150,9:00,20:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,정보 없음,정보 없음,9:00,20:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종국민건강의원,의원,내과,1522-3466,1522-3466 대표번호,36.4914892,127.2552086,"내과, 신경과, 외과, 정형외과, 심장혈관흉부외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 결핵과, 가정의학과",진료시간  월 ~ 금 08:00 ~ 17:00  토 08:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 가온로 8 혜원빌딩 2층 (우)30123,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,17:00,13:00,14:00,8:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종금남치과의원,치과의원,치과,044-863-5275,044-863-5275 대표번호,36.4657632,127.2815069,"구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",진료시간  월 ~ 금 09:30 ~ 18:00  토 09:30 ~ 13:00,휴무일 정보 없음,세종특별자치시 금남면 용포로 80 (우)30083,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종김안과의원,의원,안과,044-864-2360,044-864-2360 대표번호,36.5122573,127.2430165,안과,진료시간  월화목금 09:00 ~ 18:30  수토 09:00 ~ 12:30  월화목금 휴게시간 12:30 ~ 14:00,휴무일 일요일,세종특별자치시 보듬3로 150 아름행복타워 5층 (우)30100,9:00,18:30,12:30,14:00,9:00,18:30,12:30,14:00,9:00,12:30,정보 없음,정보 없음,9:00,18:30,12:30,14:00,9:00,18:30,12:30,14:00,9:00,12:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종꾸러기소아치과의원,치과의원,치과,044-417-6991,044-417-6991 대표번호,36.4828951,127.2924467,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월 ~ 금 09:30 ~ 18:00  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 2012 (우)30151,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종내과의원,의원,내과,044-868-1070,044-868-1070 대표번호,36.5126811,127.2589802,"내과, 신경과, 이비인후과, 피부과",진료시간  월화목금 09:00 ~ 18:00  수토 09:00 ~ 13:00  월화목금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 보듬3로 6 라온프라이빗2차 205호 (우)30098,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종다사랑가정의학과의원,의원,가정의학과,044-863-7523,044-863-7523 대표번호,36.5047689,127.2495309,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:30  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 도움3로 105-5 (우)30064,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종대일당한의원,한의원,한의원,044-866-0002,044-866-0002 대표번호,36.4793082,127.2624763,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",진료시간  월화목금 09:30 ~ 18:00  토 09:30 ~ 17:00,휴무일 정보 없음,세종특별자치시 한누리대로 157 (우)30130,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종도담한의원,한의원,한의원,044-864-5852,044-864-5852 대표번호,36.5144952,127.2586219,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",진료시간  월 ~ 금 09:30 ~ 19:00  토 09:30 ~ 14:00,공휴일 09:30 ~ 16:00,세종특별자치시 보듬3로 8-20 한신휴시티상가 207호 (우)30098,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종드림연합의원,의원,이비인후과,1577-4713,1577-4713 대표번호,36.4730032,127.276788,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과",진료시간  월 ~ 금 08:30 ~ 19:00  주말 08:30 ~ 17:00  월 ~ 금 휴게시간 13:00 ~ 14:00  주말 휴게시간 13:00 ~ 13:30,휴무일 정보 없음,세종특별자치시 한누리대로 2264 3층 (우)30152,8:30,19:00,13:00,14:00,8:30,19:00,13:00,14:00,8:30,19:00,13:00,14:00,8:30,19:00,13:00,14:00,8:30,19:00,13:00,14:00,8:30,17:00,13:00,13:30,8:30,17:00,13:00,13:30
세종드림치과의원,치과의원,치과,044-868-2815,044-868-2815 대표번호,36.4779787,127.2885798,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월화목금 10:00 ~ 19:00  수 14:00 ~ 20:30  토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 한누리대로 2143 금강시티타워 405406호 (우)30150,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,14:00,20:30,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종마취통증의학과의원,의원,정형외과,044-863-7582,044-863-7582 대표번호,36.4820636,127.2605158,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 피부과",진료시간  월화목금 09:00 ~ 18:00  수토 09:00 ~ 13:00  월화목금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 193 참미르빌딩 4층 402호 (우)30130,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종맑은이비인후과의원,의원,이비인후과,044-862-2358,044-862-2358 대표번호,36.5044345,127.2496036,"내과, 신경과, 소아청소년과, 이비인후과",진료시간  월 ~ 금 09:00 ~ 18:30  토 09:00 ~ 13:30  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 도움3로 105-7 메디케어빌딩 301호 (우)30064,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종미소치과의원,치과의원,치과,044-864-4936,044-864-4936 대표번호,36.4782996,127.2892998,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월 ~ 수금 09:30 ~ 18:30  목 09:30 ~ 20:30  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 2135 스타힐타워A동 302호 (우)30150,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,20:30,13:00,14:00,9:30,18:30,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종미즈산부인과의원,의원,산부인과,044-868-3582,044-868-3582 대표번호,36.504743,127.2494236,산부인과,진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 도움3로 105-5 종촌중앙프라자 5층 504호 (우)30064,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종바른유외과의원,의원,외과,044-998-7575,044-998-7575 대표번호,36.4801079,127.2617862,외과,진료시간  월 ~ 수금 09:00 ~ 18:00  목토 09:00 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 169 세종행복타워 5층 503~505호 (우)30130,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종반석정형외과의원,의원,정형외과,044-863-7551,044-863-7551 대표번호,36.4791529,127.2624012,"내과, 외과, 정형외과, 신경외과, 재활의학과",진료시간  월 ~ 수금 09:00 ~ 18:30  목 14:00 ~ 18:00  토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 한누리대로 157 금강프라자 6층 601~609호 (우)30130,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,14:00,18:00,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종베스트치과의원,치과의원,치과,044-865-7528,044-865-7528 대표번호,36.511737,127.2497282,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월목금 09:30 ~ 18:30  화수 09:30 ~ 21:00  토 09:30 ~ 13:00,휴무일 정보 없음,세종특별자치시 보듬3로 92 해피라움2상가 407408호 (우)30100,9:30,18:30,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종보람치과의원,치과의원,치과,044-863-7522,044-863-7522 대표번호,36.479189,127.295486,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월 ~ 수금 09:30 ~ 18:30  토 09:00 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 남세종로 466 (우)30150,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종뷰티의원,의원,성형외과,044-863-0492,044-863-0492 대표번호,36.5073391,127.2622843,"성형외과, 피부과",진료시간  월수목 09:00 ~ 17:00  화금 14:00 ~ 20:30  토 09:00 ~ 14:00  월수목 휴게시간 13:00 ~ 14:00  화금 휴게시간 17:00 ~ 17:30,휴무일 일요일 공휴일,세종특별자치시 한누리대로 492 청암빌딩 4층 405406호 (우)30103,9:00,17:00,13:00,14:00,14:00,20:30,17:00,17:30,9:00,17:00,13:00,14:00,9:00,17:00,13:00,14:00,14:00,20:30,17:00,17:30,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종상신한의원,한의원,한의원,044-867-8275,044-867-8275 대표번호,36.4820809,127.2605158,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월화금 09:30 ~ 18:30  목토 09:30 ~ 13:00  수 09:30 ~ 18:00  월 ~ 수금 휴게시간 12:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 193 참미르메디칼빌딩 3층 303호 (우)30130,9:30,18:30,12:30,14:00,9:30,18:30,12:30,14:00,9:30,18:00,12:30,14:00,9:30,13:00,정보 없음,정보 없음,9:30,18:30,12:30,14:00,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
세종서울정형외과의원,의원,정형외과,044-862-8833,044-862-8833 대표번호,36.5073391,127.2622843,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 492 청암빌딩 4층 403404407호 (우)30103,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
