음식점명,운영시간,휴무일,주소,연락처,최종분류,분류,별점,리뷰수,시설,메뉴,월요일 영업 시작시간,월요일 영업 종료시간,월요일 라스트오더 시간,월요일 휴게 시작시간,월요일 휴게 종료시간,화요일 영업 시작시간,화요일 영업 종료시간,화요일 라스트오더 시간,화요일 휴게 시작시간,화요일 휴게 종료시간,수요일 영업 시작시간,수요일 영업 종료시간,수요일 라스트오더 시간,수요일 휴게 시작시간,수요일 휴게 종료시간,목요일 영업 시작시간,목요일 영업 종료시간,목요일 라스트오더 시간,목요일 휴게 시작시간,목요일 휴게 종료시간,금요일 영업 시작시간,금요일 영업 종료시간,금요일 라스트오더 시간,금요일 휴게 시작시간,금요일 휴게 종료시간,토요일 영업 시작시간,토요일 영업 종료시간,토요일 라스트오더 시간,토요일 휴게 시작시간,토요일 휴게 종료시간,일요일 영업 시작시간,일요일 영업 종료시간,일요일 라스트오더 시간,일요일 휴게 시작시간,일요일 휴게 종료시간,태그_예약_배달_포장,위도,경도,이미지파일명,상세페이지주소
몽마르다,영업시간 월~토 07:55 ~ 02:30 일 12:00 ~ 02:30,휴무일 정보 없음,세종특별자치시 한누리대로 306 블루지움 1층 102호 (우)30128,044-862-3121 대표번호,카페,카페,4.4,445,주차시설 없음,"아메리카노: 3500
카페라떼: 4500
바닐라라떼: 4800
카페모카: 4800
연유라떼: 4800",7:55,2:30,정보 없음,정보 없음,정보 없음,7:55,2:30,정보 없음,정보 없음,정보 없음,7:55,2:30,정보 없음,정보 없음,정보 없음,7:55,2:30,정보 없음,정보 없음,정보 없음,7:55,2:30,정보 없음,정보 없음,정보 없음,7:55,2:30,정보 없음,정보 없음,정보 없음,12:00,2:30,정보 없음,정보 없음,정보 없음,정보 없음,36.4917468,127.2570588,157.몽마르다.jpeg,https://place.map.kakao.com/1893413094
비자르,영업시간 월~토 19:00 ~ 02:00 월~토 라스트오더 ~ 01:00,휴무일 일요일,세종특별자치시 나성로 125-16 스타타워 3층 304호 (우)30128,연락처 정보 없음,주점업,호프요리주점,4.8,43,시설 정보 없음,"카프레제: 13000
부르스게타: 15000
프로슈토: 14000
머쉬룸그라탕스테이크: 24000
쉬림프&그리츠: 16000",19:00,2:00,1:00,정보 없음,정보 없음,19:00,2:00,1:00,정보 없음,정보 없음,19:00,2:00,1:00,정보 없음,정보 없음,19:00,2:00,1:00,정보 없음,정보 없음,19:00,2:00,1:00,정보 없음,정보 없음,19:00,2:00,1:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4900912,127.2577622,158.비자르.jpeg,https://place.map.kakao.com/579736649
응급실국물떡볶이 세종새롬점,영업시간 매일 11:00 ~ 01:50,연중무휴,세종특별자치시 한누리대로 249 에스제이타워 1층 101호 (우)30127,044-864-5119 대표번호,분식,응급실국물떡볶이,5,9,시설 정보 없음,"응set: 17000
응급실로제떡볶이(1~2인분): 10000
응급실국물떡볶이(2~3인분): 14000
응급실닭볶음탕(2~3인분): 25000
모듬튀김(소)(5개): 2500",11:00,1:50,정보 없음,정보 없음,정보 없음,11:00,1:50,정보 없음,정보 없음,정보 없음,11:00,1:50,정보 없음,정보 없음,정보 없음,11:00,1:50,정보 없음,정보 없음,정보 없음,11:00,1:50,정보 없음,정보 없음,정보 없음,11:00,1:50,정보 없음,정보 없음,정보 없음,11:00,1:50,정보 없음,정보 없음,정보 없음,#제로페이,36.4845984,127.2584531,159.응급실국물떡볶이 세종새롬점.jpeg,https://place.map.kakao.com/1790574642
더벤티 세종나성점,영업시간 매일 09:00 ~ 23:00,휴무일 첫째셋째 일요일,세종특별자치시 한누리대로 292 행복의아침 1층 108호 (우)30128,044-863-3699 대표번호,카페,더벤티,4.5,5,시설 정보 없음,"[ICE]아메리카노: 1800
오트카페라떼: 3800
캬라멜마끼아또: 3500
(하프벤티) 말차아인슈페너: 3500
로얄밀크티: 3500",9:00,23:00,정보 없음,정보 없음,정보 없음,9:00,23:00,정보 없음,정보 없음,정보 없음,9:00,23:00,정보 없음,정보 없음,정보 없음,9:00,23:00,정보 없음,정보 없음,정보 없음,9:00,23:00,정보 없음,정보 없음,정보 없음,9:00,23:00,정보 없음,정보 없음,정보 없음,9:00,23:00,정보 없음,정보 없음,정보 없음,#카카오페이 #제로페이,36.4903219,127.2570124,160.더벤티 세종나성점.jpeg,https://place.map.kakao.com/1781977427
부타하우스,영업시간 매일 17:00 ~ 02:00 매일 라스트오더 ~ 01:00,휴무일 정보 없음,세종특별자치시 한누리대로 288 (우)30128,연락처 정보 없음,일식,일식,4.3,96,시설 정보 없음,"꼬치 SET (꼬치 4종): 13000
베스트 SET (A세트): 24500
치즈 돈카츠: 12000
베이컨 야끼소바: 12000
오뎅모듬: 14000",17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,정보 없음,36.4884625,127.2614278,161.부타하우스.jpeg,https://place.map.kakao.com/2031676053
행복한곰탕,영업시간 월~금 10:30 ~ 21:00 토 10:30 ~ 20:00 월~토 휴게시간 15:00 ~ 17:00,공휴일 10:30 ~ 20:00 휴게시간 15:00 ~ 17:00,세종특별자치시 절재로 194 3층 317호 (우)30103,044-868-2643 대표번호,한식,곰탕,4.4,50,WIFI 동물출입 주차 휠체어사용 흡연실시설 없음,"한우곰탕: 9000
행복한곰탕: 15000
양곰탕: 10000
모둠수육(중): 30000
모둠수육(대): 50000",10:30,21:00,정보 없음,15:00,17:00,10:30,21:00,정보 없음,15:00,17:00,10:30,21:00,정보 없음,15:00,17:00,10:30,21:00,정보 없음,15:00,17:00,10:30,21:00,정보 없음,15:00,17:00,10:30,20:00,정보 없음,15:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#이동약자접근 #점심식사 #제로페이
예약가능 배달불가 포장가능",36.5082505,127.2624711,162.행복한곰탕.jpeg,https://place.map.kakao.com/27546853
워낭2013,영업시간 월~토 10:00 ~ 22:00,휴무일 일요일,세종특별자치시 도움8로 81 세종일번가 b동 401호 (우)30107,044-864-8624 대표번호,한식,육류고기,3.2,7,시설 정보 없음,"워낭스페셜 굴비정식(150g): 40000
한우버섯불고기전골: 20000
보리굴비정식: 23000
보리굴비 한우된장전골: 27000
꽃등심(150g): 43000",10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,#안심식당 #가족모임 #점심특선 #친목모임 #회식장소,36.5046297,127.2705662,163.워낭2013.jpeg,https://place.map.kakao.com/1536433444
사푼사푼 세종점,영업시간 월~금 08:00 ~ 20:00 주말 10:00 ~ 19:00,휴무일 정보 없음,세종특별자치시 한누리대로 411 12층 (우)30116,044-960-5304 대표번호,카페,카페,3.9,87,시설 정보 없음,"에스프레소 더블: 4000
아메리카노: 4500
카페라떼: 5000
레몬에이드: 6500
그린애플 요거트 스무디: 6300",8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,정보 없음,10:00,19:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5011289,127.258862,164.사푼사푼 세종점.png,https://place.map.kakao.com/215424596
스바라시라멘 세종점,영업시간 월~금일 11:30 ~ 21:00 월~금일 라스트오더 ~ 20:20 월~금일 휴게시간 14:30 ~ 17:30,휴무일 토요일,세종특별자치시 도움8로 91 세종마치상가 2층 207호 (우)30107,044-868-3378 대표번호,일식,일본식라면,3.4,35,주차,"스바라시라멘: 10500
돈코츠라멘: 10000
소유라멘: 9500
미소라멘: 9500
해물미소라멘: 11000",11:30,21:00,20:20,14:30,17:30,11:30,21:00,20:20,14:30,17:30,11:30,21:00,20:20,14:30,17:30,11:30,21:00,20:20,14:30,17:30,11:30,21:00,20:20,14:30,17:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,11:30,21:00,20:20,14:30,17:30,#혼밥 #제로페이,36.5040516,127.271756,165.스바라시라멘 세종점.png,https://place.map.kakao.com/24824107
타논55 베스트웨스턴플러스호텔 세종점,영업시간 월~토 11:00 ~ 21:30 월~토 접수마감 ~ 20:30 월~토 휴게시간 15:00 ~ 17:00,휴무일 일요일,세종특별자치시 도움1로 7 1층 109110117-2118호 (우)30116,044-864-5528 대표번호,아시안(기타외국식),태국음식,3.2,262,주차,"무텃커리(S): 15000
하드크랩커리: 35000
팟 미무: 15000
랭쌤: 30000
태국쌀국수(S): 11000",11:00,21:30,정보 없음,15:00,17:00,11:00,21:30,정보 없음,15:00,17:00,11:00,21:30,정보 없음,15:00,17:00,11:00,21:30,정보 없음,15:00,17:00,11:00,21:30,정보 없음,15:00,17:00,11:00,21:30,정보 없음,15:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.5009754,127.2578868,166.타논55 베스트웨스턴플러스호텔 세종점.jpeg,https://place.map.kakao.com/2047210148
한가네토담해장국 어진점,영업시간 매일 08:00 ~ 23:00 매일 휴게시간 15:30 ~ 16:30,휴무일 첫째셋째 일요일,세종특별자치시 도움8로 11-11 1층 (우)30103,044-868-1887 대표번호,한식,해장국,3.8,2,시설 정보 없음,"순대국밥: 7000
뼈다귀탕: 8000
전통육개장: 8000
왕갈비탕: 10000
순대곱창전골 (소): 25000",8:00,23:00,정보 없음,15:30,16:30,8:00,23:00,정보 없음,15:30,16:30,8:00,23:00,정보 없음,15:30,16:30,8:00,23:00,정보 없음,15:30,16:30,8:00,23:00,정보 없음,15:30,16:30,8:00,23:00,정보 없음,15:30,16:30,8:00,23:00,정보 없음,15:30,16:30,정보 없음,36.5076305,127.2628028,167.한가네토담해장국 어진점.jpeg,https://place.map.kakao.com/1776337326
술속의밤 세종나성점,영업시간 월~금 18:00 ~ 02:00 토 17:00 ~ 02:00 일 17:00 ~ 24:00,휴무일 정보 없음,세종특별자치시 나성로 133-9 세종엔에스타워1 1층 117118호 (우)30128,연락처 정보 없음,주점업,호프요리주점,0,8,시설 정보 없음,"치즈불닭갈비: 24900
치즈야채곱창: 23900
치즈감자전: 17900
치즈김치전: 17900
청양고추순살치킨: 19900",18:00,2:00,정보 없음,정보 없음,정보 없음,18:00,2:00,정보 없음,정보 없음,정보 없음,18:00,2:00,정보 없음,정보 없음,정보 없음,18:00,2:00,정보 없음,정보 없음,정보 없음,18:00,2:00,정보 없음,정보 없음,정보 없음,17:00,2:00,정보 없음,정보 없음,정보 없음,17:00,0:00,정보 없음,정보 없음,정보 없음,정보 없음,36.4905714,127.2581733,168.술속의밤 세종나성점.jpeg,https://place.map.kakao.com/2064659903
한담,영업시간 월~토 17:00 ~ 01:30 월~토 라스트오더 ~ 01:00,휴무일 일요일,세종특별자치시 나성로 133-9 세종엔에스타워1 2층 201호 (우)30128,연락처 정보 없음,주점업,호프요리주점,4.7,30,주차,"마라배추: 26000
스카치에그: 22000
토마토전골: 35000
한우대창전골: 30000
스키야끼: 32000",17:00,1:30,1:00,정보 없음,정보 없음,17:00,1:30,1:00,정보 없음,정보 없음,17:00,1:30,1:00,정보 없음,정보 없음,17:00,1:30,1:00,정보 없음,정보 없음,17:00,1:30,1:00,정보 없음,정보 없음,17:00,1:30,1:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4905714,127.2581733,169.한담.jpeg,https://place.map.kakao.com/939939452
테라로사커피 세종점,영업시간 매일 08:30 ~ 21:00,2024년 9월 16일 월 08:30 ~ 20:00,세종특별자치시 가름로 143 세종타워 A동 1층 (우)30116,1668-2764 대표번호,카페,커피전문점,3.6,251,WIFI 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"핸드드립: 변동가격 아메리카노: 5300
아이스아메리카노: 5800
카페라테: 6000
아이스카페라테: 6000
카푸치노: 5500",8:30,21:00,정보 없음,정보 없음,정보 없음,8:30,21:00,정보 없음,정보 없음,정보 없음,8:30,21:00,정보 없음,정보 없음,정보 없음,8:30,21:00,정보 없음,정보 없음,정보 없음,8:30,21:00,정보 없음,정보 없음,정보 없음,8:30,21:00,정보 없음,정보 없음,정보 없음,8:30,21:00,정보 없음,정보 없음,정보 없음,"#대형카페 #이동약자접근 #핸드드립전문점
예약불가 배달불가 포장가능",36.4993497,127.2563586,170.테라로사커피 세종점.png,https://place.map.kakao.com/1492662278
아호정 어진점,영업시간 매일 11:30 ~ 21:30 매일 라스트오더 ~ 20:30 매일 휴게시간 15:30 ~ 17:30,휴무일 정보 없음,세종특별자치시 가름로 232 세종비즈니스센터 B동 1층 102호 (우)30121,044-998-0978 대표번호,중식,중식,3.7,151,주차,"짜장면: 7000
동파육덮밥: 18000
동파육: 40000
유린기: 26000
어향가지: 25000",11:30,21:30,20:30,15:30,17:30,11:30,21:30,20:30,15:30,17:30,11:30,21:30,20:30,15:30,17:30,11:30,21:30,20:30,15:30,17:30,11:30,21:30,20:30,15:30,17:30,11:30,21:30,20:30,15:30,17:30,11:30,21:30,20:30,15:30,17:30,"#안심식당 #친목모임 #코스요리 #카카오페이 #제로페이
예약불가 포장가능",36.4956693,127.2651533,171.아호정 어진점.jpeg,https://place.map.kakao.com/1508097729
마키노차야 세종점,영업시간 월~금 11:30 ~ 21:00 주말 11:00 ~ 21:00 월~금 휴게시간 15:00 ~ 18:00 주말 휴게시간 16:00 ~ 17:00,휴무일 정보 없음,세종특별자치시 도움1로 7 3층 (우)30116,044-272-8822 대표번호,일식/한식/양식,해산물뷔페,3.4,119,주차,"성인 평일런치: 39000
초등학생 평일런치: 27000
미취학(36개월~7세) 평일런치: 16000
성인 평일디너: 55000
초등학생 평일디너: 32000",11:30,21:00,정보 없음,15:00,18:00,11:30,21:00,정보 없음,15:00,18:00,11:30,21:00,정보 없음,15:00,18:00,11:30,21:00,정보 없음,15:00,18:00,11:30,21:00,정보 없음,15:00,18:00,11:00,21:00,정보 없음,16:00,17:00,11:00,21:00,정보 없음,16:00,17:00,"#돌잔치 #시푸드뷔페
예약가능",36.5002545,127.2584363,172.마키노차야 세종점.jpeg,https://place.map.kakao.com/1008064768
공차 세종에비뉴힐점,영업시간 매일 10:00 ~ 21:00,휴무일 둘째넷째 월요일,세종특별자치시 갈매로 353 세종에비뉴힐A 2층 2029호 (우)30121,044-998-8293 대표번호,카페,공차,4.5,2,시설 정보 없음,"블랙 밀크티(L): 4500
얼그레이 밀크티(L): 4500
우롱 밀크티(L): 4500
자스민 그린 밀크티(L): 4500
타로 밀크티(L): 4500",10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,#카카오페이,36.495065,127.2623978,173.공차 세종에비뉴힐점.jpeg,https://place.map.kakao.com/1941581375
삼선미 나주곰탕소머리국밥 세종청사점,영업시간 월~금 09:00 ~ 21:00 토 10:00 ~ 20:00 월~금 휴게시간 14:00 ~ 16:00,휴무일 일요일,세종특별자치시 도움8로 81 세종일번가 B동 3층 B-303호 (우)30107,044-867-2489 대표번호,한식,곰탕,0,4,WIFI 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"나주곰탕: 10000
소머리국밥: 10000
내장탕: 10000
육전(소고기): 15000
소곱창전골: 40000",9:00,21:00,정보 없음,14:00,16:00,9:00,21:00,정보 없음,14:00,16:00,9:00,21:00,정보 없음,14:00,16:00,9:00,21:00,정보 없음,14:00,16:00,9:00,21:00,정보 없음,14:00,16:00,10:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,예약가능 배달불가 포장가능,36.5046297,127.2705662,174.삼선미 나주곰탕소머리국밥 세종청사점.jpeg,https://place.map.kakao.com/1850190015
오백국수 세종청사점,영업시간 월~금 10:30 ~ 21:00 토 10:30 ~ 16:00 월~금 휴게시간 16:00 ~ 17:00,휴무일 일요일,세종특별자치시 절재로 194 세종중앙타운 1층 139호 (우)30103,044-867-5567 대표번호,한식,국수,3.8,6,시설 정보 없음,"멸치국수: 3900
비빔국수: 5500
생칼국수: 6000
얼큰칼국수: 6500
호박죽: 6000",10:30,21:00,정보 없음,16:00,17:00,10:30,21:00,정보 없음,16:00,17:00,10:30,21:00,정보 없음,16:00,17:00,10:30,21:00,정보 없음,16:00,17:00,10:30,21:00,정보 없음,16:00,17:00,10:30,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,#제로페이,36.5082074,127.2624282,175.오백국수 세종청사점.jpeg,https://place.map.kakao.com/318520210
방가삼대얼큰한뼈해장국 세종어진점,영업시간 매일 11:00 ~ 22:00 매일 라스트오더 ~ 21:00,휴무일 정보 없음,세종특별자치시 갈매로 353 A동 1022호 (우)30121,044-863-8848 대표번호,한식,해장국,4.4,6,시설 정보 없음,"뼈해장국: 12000
뚝배기 부대찌개: 12000
뼈전골 (중): 39000
뼈찜 (중): 49000
부대전골 (중): 39000",11:00,22:00,21:00,정보 없음,정보 없음,11:00,22:00,21:00,정보 없음,정보 없음,11:00,22:00,21:00,정보 없음,정보 없음,11:00,22:00,21:00,정보 없음,정보 없음,11:00,22:00,21:00,정보 없음,정보 없음,11:00,22:00,21:00,정보 없음,정보 없음,11:00,22:00,21:00,정보 없음,정보 없음,정보 없음,36.4956002,127.2623956,176.방가삼대얼큰한뼈해장국 세종어진점.jpeg,https://place.map.kakao.com/2038625376
규카츠정 어진점,영업시간 월~금 11:30 ~ 21:00 월~금 휴게시간 15:00 ~ 17:00,휴무일 토일요일,세종특별자치시 도움8로 91 3층 (우)30107,연락처 정보 없음,일식,돈까스우동,4,16,WIFI 주차,"규카츠 타마고텐동 정식: 15000
규카츠 매운카레 정식: 16000
규카츠 버터크림카레 정식: 16000
규카츠정식: 14000
규카츠 카레 점보정식: 23000",11:30,21:00,정보 없음,15:00,17:00,11:30,21:00,정보 없음,15:00,17:00,11:30,21:00,정보 없음,15:00,17:00,11:30,21:00,정보 없음,15:00,17:00,11:30,21:00,정보 없음,15:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.5041308,127.2717587,177.규카츠정 어진점.jpeg,https://place.map.kakao.com/768565057
파스쿠찌 세종청사중앙점,영업시간 월~금 07:00 ~ 21:00,휴무일 토일요일,세종특별자치시 도움6로 42 민원동 2동 1층 (우)30112,044-868-1020 대표번호,카페,파스쿠찌,2.3,0,WIFI 동물출입금지 놀이방시설 없음 흡연실시설 없음,"그린티 라떼: 5000
아메리카노: 4500
에스프레소: 3800
카페라떼: 5000
카푸치노: 5000",7:00,21:00,정보 없음,정보 없음,정보 없음,7:00,21:00,정보 없음,정보 없음,정보 없음,7:00,21:00,정보 없음,정보 없음,정보 없음,7:00,21:00,정보 없음,정보 없음,정보 없음,7:00,21:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,#카카오페이,36.5026045,127.2646061,178.파스쿠찌 세종청사중앙점.jpeg,https://place.map.kakao.com/1258824970
